ProductKey,OrderDate,ShipDate,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
480,8/28/2016,9/6/2016,18704,1,9,SO65030,1,1,2.29,0.86,2.29,0.18
596,8/28/2016,9/6/2016,15064,1,7,SO65031,1,1,539.99,294.58,539.99,43.2
225,8/28/2016,9/6/2016,15064,1,7,SO65031,2,1,8.99,6.92,8.99,0.72
353,8/28/2016,9/6/2016,16196,2,8,SO65032,1,1,"2,319.99","1,265.62","2,319.99",185.6
485,8/28/2016,9/6/2016,16196,1,8,SO65032,2,1,21.98,8.22,21.98,1.76
355,8/28/2016,9/6/2016,15627,1,8,SO65033,1,1,"2,319.99","1,265.62","2,319.99",185.6
225,8/28/2016,9/6/2016,15627,1,8,SO65033,2,1,8.99,6.92,8.99,0.72
222,8/28/2016,9/6/2016,15627,1,8,SO65033,3,1,34.99,13.09,34.99,2.8
355,8/28/2016,9/6/2016,16587,1,8,SO65034,1,1,"2,319.99","1,265.62","2,319.99",185.6
537,8/28/2016,9/6/2016,16587,1,8,SO65034,2,1,35,13.09,35,2.8
222,8/28/2016,9/6/2016,16587,1,8,SO65034,3,1,34.99,13.09,34.99,2.8
225,8/28/2016,9/6/2016,16587,1,8,SO65034,4,1,8.99,6.92,8.99,0.72
222,8/28/2016,9/6/2016,11744,1,4,SO65035,1,1,34.99,13.09,34.99,2.8
480,8/28/2016,9/6/2016,11627,1,4,SO65036,1,1,2.29,0.86,2.29,0.18
484,8/28/2016,9/6/2016,11627,1,4,SO65036,2,1,7.95,2.97,7.95,0.64
538,8/28/2016,9/6/2016,28227,1,1,SO65037,1,1,21.49,8.04,21.49,1.72
529,8/28/2016,9/6/2016,28227,1,1,SO65037,2,1,3.99,1.49,3.99,0.32
214,8/28/2016,9/6/2016,28227,1,1,SO65037,3,1,34.99,13.09,34.99,2.8
541,8/28/2016,9/6/2016,11200,1,6,SO65038,1,1,28.99,10.84,28.99,2.32
530,8/28/2016,9/6/2016,11200,1,6,SO65038,2,1,4.99,1.87,4.99,0.4
217,8/28/2016,9/6/2016,11200,1,6,SO65038,3,1,34.99,13.09,34.99,2.8
535,8/28/2016,9/6/2016,25914,1,1,SO65039,1,1,24.99,9.35,24.99,2
528,8/28/2016,9/6/2016,25914,1,1,SO65039,2,1,4.99,1.87,4.99,0.4
484,8/28/2016,9/6/2016,25914,1,1,SO65039,3,1,7.95,2.97,7.95,0.64
535,8/28/2016,9/6/2016,25841,1,4,SO65040,1,1,24.99,9.35,24.99,2
528,8/28/2016,9/6/2016,25841,1,4,SO65040,2,1,4.99,1.87,4.99,0.4
222,8/28/2016,9/6/2016,25841,1,4,SO65040,3,1,34.99,13.09,34.99,2.8
536,8/28/2016,9/6/2016,22083,1,4,SO65041,1,1,29.99,11.22,29.99,2.4
528,8/28/2016,9/6/2016,22083,1,4,SO65041,2,1,4.99,1.87,4.99,0.4
483,8/28/2016,9/6/2016,22083,1,4,SO65041,3,1,120,44.88,120,9.6
478,8/28/2016,9/6/2016,14084,1,6,SO65042,1,1,9.99,3.74,9.99,0.8
477,8/28/2016,9/6/2016,14084,1,6,SO65042,2,1,4.99,1.87,4.99,0.4
476,8/28/2016,9/6/2016,28341,1,6,SO65043,1,1,69.99,26.18,69.99,5.6
225,8/28/2016,9/6/2016,28341,1,6,SO65043,2,1,8.99,6.92,8.99,0.72
228,8/28/2016,9/6/2016,28341,1,6,SO65043,3,1,49.99,38.49,49.99,4
528,8/28/2016,9/6/2016,15386,1,1,SO65044,1,1,4.99,1.87,4.99,0.4
528,8/28/2016,9/6/2016,19751,1,6,SO65045,1,1,4.99,1.87,4.99,0.4
485,8/28/2016,9/6/2016,13881,1,1,SO65046,1,1,21.98,8.22,21.98,1.76
237,8/28/2016,9/6/2016,13881,2,1,SO65046,2,1,49.99,38.49,49.99,4
537,8/28/2016,9/6/2016,17219,1,7,SO65047,1,1,35,13.09,35,2.8
536,8/28/2016,9/6/2016,20809,1,10,SO65048,1,1,29.99,11.22,29.99,2.4
480,8/28/2016,9/6/2016,20809,2,10,SO65048,2,1,2.29,0.86,2.29,0.18
539,8/28/2016,9/6/2016,19900,1,8,SO65049,1,1,24.99,9.35,24.99,2
480,8/28/2016,9/6/2016,19900,1,8,SO65049,2,1,2.29,0.86,2.29,0.18
536,8/28/2016,9/6/2016,17931,1,7,SO65050,1,1,29.99,11.22,29.99,2.4
477,8/28/2016,9/6/2016,22589,1,10,SO65051,1,1,4.99,1.87,4.99,0.4
477,8/28/2016,9/6/2016,22622,1,10,SO65052,1,1,4.99,1.87,4.99,0.4
491,8/28/2016,9/6/2016,22622,1,10,SO65052,2,1,53.99,41.57,53.99,4.32
529,8/28/2016,9/6/2016,21839,1,10,SO65053,1,1,3.99,1.49,3.99,0.32
473,8/28/2016,9/6/2016,21839,1,10,SO65053,2,1,63.5,23.75,63.5,5.08
539,8/28/2016,9/6/2016,21839,1,10,SO65053,3,1,24.99,9.35,24.99,2
528,8/28/2016,9/6/2016,20585,1,10,SO65054,1,1,4.99,1.87,4.99,0.4
535,8/28/2016,9/6/2016,20585,1,10,SO65054,2,1,24.99,9.35,24.99,2
480,8/28/2016,9/6/2016,20585,2,10,SO65054,3,1,2.29,0.86,2.29,0.18
536,8/28/2016,9/6/2016,14862,1,10,SO65055,1,1,29.99,11.22,29.99,2.4
480,8/28/2016,9/6/2016,14862,2,10,SO65055,2,1,2.29,0.86,2.29,0.18
538,8/28/2016,9/6/2016,22499,1,7,SO65056,1,1,21.49,8.04,21.49,1.72
480,8/28/2016,9/6/2016,22499,1,7,SO65056,2,1,2.29,0.86,2.29,0.18
530,8/28/2016,9/6/2016,25518,1,7,SO65057,1,1,4.99,1.87,4.99,0.4
214,8/28/2016,9/6/2016,25518,1,7,SO65057,2,1,34.99,13.09,34.99,2.8
537,8/28/2016,9/6/2016,12964,1,6,SO65058,1,1,35,13.09,35,2.8
479,8/28/2016,9/6/2016,11373,1,8,SO65059,1,1,8.99,3.36,8.99,0.72
477,8/28/2016,9/6/2016,11373,1,8,SO65059,2,1,4.99,1.87,4.99,0.4
463,8/28/2016,9/6/2016,11373,1,8,SO65059,3,1,24.49,9.16,24.49,1.96
587,8/28/2016,9/6/2016,14652,1,4,SO65060,1,1,769.49,419.78,769.49,61.56
214,8/28/2016,9/6/2016,14652,1,4,SO65060,2,1,34.99,13.09,34.99,2.8
465,8/28/2016,9/6/2016,14652,1,4,SO65060,3,1,24.49,9.16,24.49,1.96
587,8/28/2016,9/6/2016,18943,1,1,SO65061,1,1,769.49,419.78,769.49,61.56
476,8/28/2016,9/6/2016,18943,1,1,SO65061,2,1,69.99,26.18,69.99,5.6
473,8/28/2016,9/6/2016,18943,1,1,SO65061,3,1,63.5,23.75,63.5,5.08
596,8/28/2016,9/6/2016,19812,1,4,SO65062,1,1,539.99,294.58,539.99,43.2
478,8/28/2016,9/6/2016,19812,1,4,SO65062,2,1,9.99,3.74,9.99,0.8
477,8/28/2016,9/6/2016,19812,1,4,SO65062,3,1,4.99,1.87,4.99,0.4
217,8/28/2016,9/6/2016,19812,1,4,SO65062,4,1,34.99,13.09,34.99,2.8
353,8/28/2016,9/6/2016,15499,2,1,SO65063,1,1,"2,319.99","1,265.62","2,319.99",185.6
483,8/28/2016,9/6/2016,15499,1,1,SO65063,2,1,120,44.88,120,9.6
357,8/28/2016,9/6/2016,15193,1,4,SO65064,1,1,"2,319.99","1,265.62","2,319.99",185.6
537,8/28/2016,9/6/2016,15193,1,4,SO65064,2,1,35,13.09,35,2.8
485,8/28/2016,9/6/2016,15193,1,4,SO65064,3,1,21.98,8.22,21.98,1.76
477,8/28/2016,9/6/2016,15193,1,4,SO65064,4,1,4.99,1.87,4.99,0.4
478,8/28/2016,9/6/2016,15193,1,4,SO65064,5,1,9.99,3.74,9.99,0.8
217,8/28/2016,9/6/2016,15193,1,4,SO65064,6,1,34.99,13.09,34.99,2.8
361,8/28/2016,9/6/2016,15394,1,4,SO65065,1,1,"2,294.99","1,251.98","2,294.99",183.6
485,8/28/2016,9/6/2016,15394,1,4,SO65065,2,1,21.98,8.22,21.98,1.76
217,8/28/2016,9/6/2016,15394,1,4,SO65065,3,1,34.99,13.09,34.99,2.8
574,8/28/2016,9/6/2016,14427,1,10,SO65066,1,1,"2,384.07","1,481.94","2,384.07",190.73
479,8/28/2016,9/6/2016,14427,1,10,SO65066,2,1,8.99,3.36,8.99,0.72
477,8/28/2016,9/6/2016,14427,1,10,SO65066,3,1,4.99,1.87,4.99,0.4
372,8/28/2016,9/6/2016,21202,1,9,SO65067,1,1,"2,443.35","1,554.95","2,443.35",195.47
484,8/28/2016,9/6/2016,21202,1,9,SO65067,2,1,7.95,2.97,7.95,0.64
376,8/28/2016,9/6/2016,21203,1,9,SO65068,1,1,"2,443.35","1,554.95","2,443.35",195.47
479,8/28/2016,9/6/2016,21203,1,9,SO65068,2,1,8.99,3.36,8.99,0.72
372,8/28/2016,9/6/2016,18268,1,9,SO65069,1,1,"2,443.35","1,554.95","2,443.35",195.47
540,8/28/2016,9/6/2016,18268,1,9,SO65069,2,1,32.6,12.19,32.6,2.61
529,8/28/2016,9/6/2016,18268,1,9,SO65069,3,1,3.99,1.49,3.99,0.32
217,8/28/2016,9/6/2016,18268,1,9,SO65069,4,1,34.99,13.09,34.99,2.8
482,8/28/2016,9/6/2016,18268,1,9,SO65069,5,1,8.99,3.36,8.99,0.72
355,8/28/2016,9/6/2016,14219,1,9,SO65070,1,1,"2,319.99","1,265.62","2,319.99",185.6
528,8/28/2016,9/6/2016,14219,1,9,SO65070,2,1,4.99,1.87,4.99,0.4
537,8/28/2016,9/6/2016,14219,1,9,SO65070,3,1,35,13.09,35,2.8
214,8/28/2016,9/6/2016,14219,1,9,SO65070,4,1,34.99,13.09,34.99,2.8
491,8/28/2016,9/6/2016,14219,1,9,SO65070,5,1,53.99,41.57,53.99,4.32
225,8/28/2016,9/6/2016,14219,1,9,SO65070,6,1,8.99,6.92,8.99,0.72
353,8/28/2016,9/6/2016,13964,2,9,SO65071,1,1,"2,319.99","1,265.62","2,319.99",185.6
485,8/28/2016,9/6/2016,13964,1,9,SO65071,2,1,21.98,8.22,21.98,1.76
573,8/28/2016,9/6/2016,26083,1,4,SO65072,1,1,"2,384.07","1,481.94","2,384.07",190.73
214,8/28/2016,9/6/2016,26083,1,4,SO65072,2,1,34.99,13.09,34.99,2.8
574,8/28/2016,9/6/2016,24688,1,4,SO65073,1,1,"2,384.07","1,481.94","2,384.07",190.73
225,8/28/2016,9/6/2016,24688,1,4,SO65073,2,1,8.99,6.92,8.99,0.72
573,8/28/2016,9/6/2016,24761,1,4,SO65074,1,1,"2,384.07","1,481.94","2,384.07",190.73
214,8/28/2016,9/6/2016,24761,1,4,SO65074,2,1,34.99,13.09,34.99,2.8
576,8/28/2016,9/6/2016,26320,1,4,SO65075,1,1,"2,384.07","1,481.94","2,384.07",190.73
482,8/28/2016,9/6/2016,26320,1,4,SO65075,2,1,8.99,3.36,8.99,0.72
604,8/28/2016,9/6/2016,23135,1,4,SO65076,1,1,539.99,343.65,539.99,43.2
477,8/28/2016,9/6/2016,23135,1,4,SO65076,2,1,4.99,1.87,4.99,0.4
479,8/28/2016,9/6/2016,23135,1,4,SO65076,3,1,8.99,3.36,8.99,0.72
384,8/28/2016,9/6/2016,20685,1,4,SO65077,1,1,"1,120.49",713.08,"1,120.49",89.64
214,8/28/2016,9/6/2016,20685,1,4,SO65077,2,1,34.99,13.09,34.99,2.8
388,8/28/2016,9/6/2016,20693,1,1,SO65078,1,1,"1,120.49",713.08,"1,120.49",89.64
222,8/28/2016,9/6/2016,20693,1,1,SO65078,2,1,34.99,13.09,34.99,2.8
382,8/28/2016,9/6/2016,20701,1,4,SO65079,1,1,"1,120.49",713.08,"1,120.49",89.64
217,8/28/2016,9/6/2016,20701,1,4,SO65079,2,1,34.99,13.09,34.99,2.8
582,8/28/2016,9/6/2016,17666,1,4,SO65080,1,1,"1,700.99","1,082.51","1,700.99",136.08
217,8/28/2016,9/6/2016,17666,1,4,SO65080,2,1,34.99,13.09,34.99,2.8
388,8/28/2016,9/6/2016,20846,1,7,SO65081,1,1,"1,120.49",713.08,"1,120.49",89.64
491,8/28/2016,9/6/2016,20846,1,7,SO65081,2,1,53.99,41.57,53.99,4.32
384,8/28/2016,9/6/2016,27928,1,10,SO65082,1,1,"1,120.49",713.08,"1,120.49",89.64
386,8/28/2016,9/6/2016,24104,1,10,SO65083,1,1,"1,120.49",713.08,"1,120.49",89.64
222,8/28/2016,9/6/2016,24104,1,10,SO65083,2,1,34.99,13.09,34.99,2.8
606,8/28/2016,9/6/2016,23961,1,8,SO65084,1,1,539.99,343.65,539.99,43.2
538,8/28/2016,9/6/2016,23961,1,8,SO65084,2,1,21.49,8.04,21.49,1.72
529,8/28/2016,9/6/2016,23961,1,8,SO65084,3,1,3.99,1.49,3.99,0.32
483,8/28/2016,9/6/2016,23961,1,8,SO65084,4,1,120,44.88,120,9.6
605,8/28/2016,9/6/2016,22603,1,7,SO65085,1,1,539.99,343.65,539.99,43.2
538,8/28/2016,9/6/2016,22603,1,7,SO65085,2,1,21.49,8.04,21.49,1.72
605,8/28/2016,9/6/2016,27781,1,10,SO65086,1,1,539.99,343.65,539.99,43.2
214,8/28/2016,9/6/2016,27781,1,10,SO65086,2,1,34.99,13.09,34.99,2.8
576,8/28/2016,9/6/2016,11986,1,9,SO65087,1,1,"2,384.07","1,481.94","2,384.07",190.73
477,8/28/2016,9/6/2016,11986,1,9,SO65087,2,1,4.99,1.87,4.99,0.4
479,8/28/2016,9/6/2016,11986,1,9,SO65087,3,1,8.99,3.36,8.99,0.72
487,8/28/2016,9/6/2016,11986,1,9,SO65087,4,1,54.99,20.57,54.99,4.4
567,8/28/2016,9/6/2016,29090,1,9,SO65088,1,1,742.35,461.44,742.35,59.39
541,8/28/2016,9/6/2016,29090,1,9,SO65088,2,1,28.99,10.84,28.99,2.32
530,8/28/2016,9/6/2016,29090,1,9,SO65088,3,1,4.99,1.87,4.99,0.4
480,8/28/2016,9/6/2016,29090,2,9,SO65088,4,1,2.29,0.86,2.29,0.18
535,8/29/2016,9/7/2016,14221,1,9,SO65091,1,2,12.5,9.35,24.99,2
528,8/29/2016,9/7/2016,14221,1,9,SO65091,2,2,2.5,1.87,4.99,0.4
480,8/29/2016,9/7/2016,14221,2,9,SO65091,3,2,1.15,0.86,2.29,0.18
538,8/29/2016,9/7/2016,26034,1,9,SO65092,1,2,10.75,8.04,21.49,1.72
530,8/29/2016,9/7/2016,23087,1,9,SO65093,1,2,2.5,1.87,4.99,0.4
217,8/29/2016,9/7/2016,23087,1,9,SO65093,2,2,17.5,13.09,34.99,2.8
480,8/29/2016,9/7/2016,18712,1,9,SO65094,1,2,1.15,0.86,2.29,0.18
581,8/29/2016,9/7/2016,24208,1,7,SO65095,1,2,850.5,"1,082.51","1,700.99",136.08
225,8/29/2016,9/7/2016,24208,1,7,SO65095,2,2,4.5,6.92,8.99,0.72
359,8/29/2016,9/7/2016,13551,1,10,SO65096,1,2,"1,147.50","1,251.98","2,294.99",183.6
487,8/29/2016,9/7/2016,13551,1,10,SO65096,2,2,27.5,20.57,54.99,4.4
357,8/29/2016,9/7/2016,13691,1,10,SO65097,1,2,"1,160.00","1,265.62","2,319.99",185.6
478,8/29/2016,9/7/2016,13691,1,10,SO65097,2,2,5,3.74,9.99,0.8
477,8/29/2016,9/7/2016,13691,1,10,SO65097,3,2,2.5,1.87,4.99,0.4
472,8/29/2016,9/7/2016,13691,1,10,SO65097,4,2,31.75,23.75,63.5,5.08
359,8/29/2016,9/7/2016,13687,1,10,SO65098,1,2,"1,147.50","1,251.98","2,294.99",183.6
217,8/29/2016,9/7/2016,11838,1,1,SO65099,1,2,17.5,13.09,34.99,2.8
234,8/29/2016,9/7/2016,11838,1,1,SO65099,2,2,25,38.49,49.99,4
491,8/29/2016,9/7/2016,11648,1,4,SO65100,1,2,27,41.57,53.99,4.32
529,8/29/2016,9/7/2016,11190,1,4,SO65101,1,2,2,1.49,3.99,0.32
480,8/29/2016,9/7/2016,11190,1,4,SO65101,2,2,1.15,0.86,2.29,0.18
529,8/29/2016,9/7/2016,11505,1,6,SO65102,1,2,2,1.49,3.99,0.32
231,8/29/2016,9/7/2016,11505,1,6,SO65102,2,2,25,38.49,49.99,4
529,8/29/2016,9/7/2016,11632,1,6,SO65103,1,2,2,1.49,3.99,0.32
486,8/29/2016,9/7/2016,11632,1,6,SO65103,2,2,79.5,59.47,159,12.72
480,8/29/2016,9/7/2016,11283,1,4,SO65104,1,2,1.15,0.86,2.29,0.18
529,8/29/2016,9/7/2016,27505,1,4,SO65105,1,2,2,1.49,3.99,0.32
538,8/29/2016,9/7/2016,27505,1,4,SO65105,2,2,10.75,8.04,21.49,1.72
535,8/29/2016,9/7/2016,26471,1,4,SO65106,1,2,12.5,9.35,24.99,2
463,8/29/2016,9/7/2016,25933,1,4,SO65107,1,2,12.25,9.16,24.49,1.96
535,8/29/2016,9/7/2016,25933,1,4,SO65107,2,2,12.5,9.35,24.99,2
540,8/29/2016,9/7/2016,24511,1,1,SO65108,1,2,16.3,12.19,32.6,2.61
529,8/29/2016,9/7/2016,24511,1,1,SO65108,2,2,2,1.49,3.99,0.32
536,8/29/2016,9/7/2016,11769,1,6,SO65109,1,2,15,11.22,29.99,2.4
528,8/29/2016,9/7/2016,11769,1,6,SO65109,2,2,2.5,1.87,4.99,0.4
217,8/29/2016,9/7/2016,11769,1,6,SO65109,3,2,17.5,13.09,34.99,2.8
467,8/29/2016,9/7/2016,11769,2,6,SO65109,4,2,12.25,9.16,24.49,1.96
536,8/29/2016,9/7/2016,23025,1,1,SO65110,1,2,15,11.22,29.99,2.4
477,8/29/2016,9/7/2016,20643,1,4,SO65111,1,2,2.5,1.87,4.99,0.4
478,8/29/2016,9/7/2016,20643,1,4,SO65111,2,2,5,3.74,9.99,0.8
476,8/29/2016,9/7/2016,19020,1,4,SO65112,1,2,35,26.18,69.99,5.6
490,8/29/2016,9/7/2016,19020,1,4,SO65112,2,2,27,41.57,53.99,4.32
225,8/29/2016,9/7/2016,16856,1,1,SO65113,1,2,4.5,6.92,8.99,0.72
477,8/29/2016,9/7/2016,16856,1,1,SO65113,2,2,2.5,1.87,4.99,0.4
528,8/29/2016,9/7/2016,16064,1,4,SO65114,1,2,2.5,1.87,4.99,0.4
480,8/29/2016,9/7/2016,16064,2,4,SO65114,2,2,1.15,0.86,2.29,0.18
485,8/29/2016,9/7/2016,13835,1,7,SO65115,1,2,10.99,8.22,21.98,1.76
478,8/29/2016,9/7/2016,13835,1,7,SO65115,2,2,5,3.74,9.99,0.8
477,8/29/2016,9/7/2016,13835,1,7,SO65115,3,2,2.5,1.87,4.99,0.4
528,8/29/2016,9/7/2016,15608,1,8,SO65116,1,2,2.5,1.87,4.99,0.4
217,8/29/2016,9/7/2016,15608,1,8,SO65116,2,2,17.5,13.09,34.99,2.8
529,8/29/2016,9/7/2016,20593,1,7,SO65117,1,2,2,1.49,3.99,0.32
539,8/29/2016,9/7/2016,20593,1,7,SO65117,2,2,12.5,9.35,24.99,2
480,8/29/2016,9/7/2016,20593,1,7,SO65117,3,2,1.15,0.86,2.29,0.18
529,8/29/2016,9/7/2016,18636,1,8,SO65118,1,2,2,1.49,3.99,0.32
487,8/29/2016,9/7/2016,18636,1,8,SO65118,2,2,27.5,20.57,54.99,4.4
529,8/29/2016,9/7/2016,27337,1,10,SO65119,1,2,2,1.49,3.99,0.32
484,8/29/2016,9/7/2016,27337,1,10,SO65119,2,2,3.98,2.97,7.95,0.64
529,8/29/2016,9/7/2016,26408,1,10,SO65120,1,2,2,1.49,3.99,0.32
217,8/29/2016,9/7/2016,26408,1,10,SO65120,2,2,17.5,13.09,34.99,2.8
529,8/29/2016,9/7/2016,22815,1,8,SO65121,1,2,2,1.49,3.99,0.32
481,8/29/2016,9/7/2016,22815,1,8,SO65121,2,2,4.5,3.36,8.99,0.72
541,8/29/2016,9/7/2016,26871,1,7,SO65122,1,2,14.5,10.84,28.99,2.32
530,8/29/2016,9/7/2016,26871,1,7,SO65122,2,2,2.5,1.87,4.99,0.4
487,8/29/2016,9/7/2016,26871,1,7,SO65122,3,2,27.5,20.57,54.99,4.4
530,8/29/2016,9/7/2016,23236,1,10,SO65123,1,2,2.5,1.87,4.99,0.4
480,8/29/2016,9/7/2016,23236,2,10,SO65123,2,2,1.15,0.86,2.29,0.18
528,8/29/2016,9/7/2016,11182,1,1,SO65124,1,2,2.5,1.87,4.99,0.4
537,8/29/2016,9/7/2016,11182,1,1,SO65124,2,2,17.5,13.09,35,2.8
480,8/29/2016,9/7/2016,11182,1,1,SO65124,3,2,1.15,0.86,2.29,0.18
528,8/29/2016,9/7/2016,11524,1,4,SO65125,1,2,2.5,1.87,4.99,0.4
537,8/29/2016,9/7/2016,11524,1,4,SO65125,2,2,17.5,13.09,35,2.8
485,8/29/2016,9/7/2016,12528,1,1,SO65126,1,2,10.99,8.22,21.98,1.76
231,8/29/2016,9/7/2016,12528,1,1,SO65126,2,2,25,38.49,49.99,4
528,8/29/2016,9/7/2016,12138,1,1,SO65127,1,2,2.5,1.87,4.99,0.4
537,8/29/2016,9/7/2016,12138,1,1,SO65127,2,2,17.5,13.09,35,2.8
485,8/29/2016,9/7/2016,12138,1,1,SO65127,3,2,10.99,8.22,21.98,1.76
228,8/29/2016,9/7/2016,12138,1,1,SO65127,4,2,25,38.49,49.99,4
225,8/29/2016,9/7/2016,13582,1,10,SO65128,1,2,4.5,6.92,8.99,0.72
234,8/29/2016,9/7/2016,12465,1,10,SO65129,1,2,25,38.49,49.99,4
214,8/29/2016,9/7/2016,11544,1,8,SO65130,1,2,17.5,13.09,34.99,2.8
491,8/29/2016,9/7/2016,11544,1,8,SO65130,2,2,27,41.57,53.99,4.32
595,8/29/2016,9/7/2016,19780,1,4,SO65131,1,2,282.5,308.22,564.99,45.2
477,8/29/2016,9/7/2016,19780,1,4,SO65131,2,2,2.5,1.87,4.99,0.4
478,8/29/2016,9/7/2016,19780,1,4,SO65131,3,2,5,3.74,9.99,0.8
217,8/29/2016,9/7/2016,19780,1,4,SO65131,4,2,17.5,13.09,34.99,2.8
359,8/29/2016,9/7/2016,15303,1,4,SO65132,1,2,"1,147.50","1,251.98","2,294.99",183.6
353,8/29/2016,9/7/2016,16011,2,6,SO65133,1,2,"1,160.00","1,265.62","2,319.99",185.6
487,8/29/2016,9/7/2016,16011,1,6,SO65133,2,2,27.5,20.57,54.99,4.4
484,8/29/2016,9/7/2016,16011,1,6,SO65133,3,2,3.98,2.97,7.95,0.64
467,8/29/2016,9/7/2016,16011,2,6,SO65133,4,2,12.25,9.16,24.49,1.96
566,8/29/2016,9/7/2016,28513,1,8,SO65134,1,2,371.18,461.44,742.35,59.39
541,8/29/2016,9/7/2016,28513,1,8,SO65134,2,2,14.5,10.84,28.99,2.32
530,8/29/2016,9/7/2016,28513,1,8,SO65134,3,2,2.5,1.87,4.99,0.4
217,8/29/2016,9/7/2016,28513,1,8,SO65134,4,2,17.5,13.09,34.99,2.8
561,8/29/2016,9/7/2016,11351,1,10,SO65135,1,2,"1,192.04","1,481.94","2,384.07",190.73
479,8/29/2016,9/7/2016,11351,1,10,SO65135,2,2,4.5,3.36,8.99,0.72
477,8/29/2016,9/7/2016,11351,1,10,SO65135,3,2,2.5,1.87,4.99,0.4
561,8/29/2016,9/7/2016,28697,1,10,SO65136,1,2,"1,192.04","1,481.94","2,384.07",190.73
479,8/29/2016,9/7/2016,28697,1,10,SO65136,2,2,4.5,3.36,8.99,0.72
477,8/29/2016,9/7/2016,28697,1,10,SO65136,3,2,2.5,1.87,4.99,0.4
488,8/29/2016,9/7/2016,28697,1,10,SO65136,4,2,27,41.57,53.99,4.32
560,8/29/2016,9/7/2016,25600,1,7,SO65137,1,2,607.43,755.15,"1,214.85",97.19
488,8/29/2016,9/7/2016,25600,1,7,SO65137,2,2,27,41.57,53.99,4.32
583,8/29/2016,9/7/2016,20429,1,9,SO65138,1,2,850.5,"1,082.51","1,700.99",136.08
222,8/29/2016,9/7/2016,20429,1,9,SO65138,2,2,17.5,13.09,34.99,2.8
471,8/29/2016,9/7/2016,20429,1,9,SO65138,3,2,31.75,23.75,63.5,5.08
581,8/29/2016,9/7/2016,20284,1,9,SO65139,1,2,850.5,"1,082.51","1,700.99",136.08
479,8/29/2016,9/7/2016,20284,1,9,SO65139,2,2,4.5,3.36,8.99,0.72
477,8/29/2016,9/7/2016,20284,1,9,SO65139,3,2,2.5,1.87,4.99,0.4
222,8/29/2016,9/7/2016,20284,1,9,SO65139,4,2,17.5,13.09,34.99,2.8
384,8/29/2016,9/7/2016,25250,1,9,SO65140,1,2,560.25,713.08,"1,120.49",89.64
529,8/29/2016,9/7/2016,25250,1,9,SO65140,2,2,2,1.49,3.99,0.32
539,8/29/2016,9/7/2016,25250,1,9,SO65140,3,2,12.5,9.35,24.99,2
222,8/29/2016,9/7/2016,25250,1,9,SO65140,4,2,17.5,13.09,34.99,2.8
388,8/29/2016,9/7/2016,25271,1,9,SO65141,1,2,560.25,713.08,"1,120.49",89.64
217,8/29/2016,9/7/2016,25271,1,9,SO65141,2,2,17.5,13.09,34.99,2.8
378,8/29/2016,9/7/2016,21167,1,9,SO65142,1,2,"1,221.68","1,554.95","2,443.35",195.47
540,8/29/2016,9/7/2016,21167,1,9,SO65142,2,2,16.3,12.19,32.6,2.61
359,8/29/2016,9/7/2016,11998,1,9,SO65143,1,2,"1,147.50","1,251.98","2,294.99",183.6
537,8/29/2016,9/7/2016,11998,1,9,SO65143,2,2,17.5,13.09,35,2.8
528,8/29/2016,9/7/2016,11998,1,9,SO65143,3,2,2.5,1.87,4.99,0.4
480,8/29/2016,9/7/2016,11998,1,9,SO65143,4,2,1.15,0.86,2.29,0.18
355,8/29/2016,9/7/2016,14210,1,9,SO65144,1,2,"1,160.00","1,265.62","2,319.99",185.6
478,8/29/2016,9/7/2016,14210,1,9,SO65144,2,2,5,3.74,9.99,0.8
477,8/29/2016,9/7/2016,14210,1,9,SO65144,3,2,2.5,1.87,4.99,0.4
225,8/29/2016,9/7/2016,26511,1,4,SO65145,1,2,4.5,6.92,8.99,0.72
564,8/29/2016,9/7/2016,26511,1,4,SO65145,2,2,"1,192.04","1,481.94","2,384.07",190.73
576,8/29/2016,9/7/2016,26338,1,4,SO65146,1,2,"1,192.04","1,481.94","2,384.07",190.73
217,8/29/2016,9/7/2016,26338,1,4,SO65146,2,2,17.5,13.09,34.99,2.8
573,8/29/2016,9/7/2016,26326,1,4,SO65147,1,2,"1,192.04","1,481.94","2,384.07",190.73
225,8/29/2016,9/7/2016,26326,1,4,SO65147,2,2,4.5,6.92,8.99,0.72
580,8/29/2016,9/7/2016,20706,1,4,SO65148,1,2,850.5,"1,082.51","1,700.99",136.08
237,8/29/2016,9/7/2016,20706,1,4,SO65148,2,2,25,38.49,49.99,4
482,8/29/2016,9/7/2016,20706,1,4,SO65148,3,2,4.5,3.36,8.99,0.72
574,8/29/2016,9/7/2016,18134,1,8,SO65149,1,2,"1,192.04","1,481.94","2,384.07",190.73
225,8/29/2016,9/7/2016,18134,1,8,SO65149,2,2,4.5,6.92,8.99,0.72
589,8/29/2016,9/7/2016,11360,1,9,SO65150,1,2,384.75,419.78,769.49,61.56
225,8/29/2016,9/7/2016,11360,1,9,SO65150,2,2,4.5,6.92,8.99,0.72
475,8/29/2016,9/7/2016,11360,1,9,SO65150,3,2,35,26.18,69.99,5.6
582,9/1/2016,9/8/2016,25658,1,8,SO65324,1,4,425.25,"1,082.51","1,700.99",136.08
